Country,Code,Calling Code,Density(km2),Year,CO2 emission (Tons),Population(2022),Area,% of World
Chile,CL,56,26/km²,1848,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1849,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1850,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1851,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1852,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1853,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1854,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1855,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1856,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1857,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1858,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1859,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1860,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1861,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1862,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1863,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1864,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1865,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1866,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1867,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1868,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1869,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1870,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1871,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1872,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1873,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1874,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1875,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1876,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1877,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1878,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1879,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1880,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1881,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1882,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1883,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1884,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1885,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1886,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1887,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1888,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1889,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1890,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1891,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1892,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1893,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1894,0,19603733,756102,0.50%
Chile,CL,56,26/km²,1895,523952,19603733,756102,0.50%
Chile,CL,56,26/km²,1896,1.0589e+06,19603733,756102,0.50%
Chile,CL,56,26/km²,1897,1.69643e+06,19603733,756102,0.50%
Chile,CL,56,26/km²,1898,2.43656e+06,19603733,756102,0.50%
Chile,CL,56,26/km²,1899,3.07043e+06,19603733,756102,0.50%
Chile,CL,56,26/km²,1900,3.92048e+06,19603733,756102,0.50%
Chile,CL,56,26/km²,1901,5.48867e+06,19603733,756102,0.50%
Chile,CL,56,26/km²,1902,7.44891e+06,19603733,756102,0.50%
Chile,CL,56,26/km²,1903,9.61067e+06,19603733,756102,0.50%
Chile,CL,56,26/km²,1904,1.15782e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1905,1.36557e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1906,1.6096e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1907,1.8276e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1908,2.07346e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1909,2.30869e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1910,2.58972e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1911,2.90042e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1912,3.24667e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1913,3.58229e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1914,3.86662e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1915,4.1733e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1916,4.54409e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1917,4.94677e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1918,5.34358e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1919,5.73196e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1920,6.01006e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1921,6.34348e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1922,6.61902e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1923,6.92349e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1924,7.32617e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1925,7.70612e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1926,8.09634e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1927,8.48399e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1928,8.84961e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1929,9.25113e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1930,9.63615e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1931,9.92886e+07,19603733,756102,0.50%
Chile,CL,56,26/km²,1932,1.02183e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1933,1.06275e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1934,1.11103e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1935,1.16213e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1936,1.21239e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1937,1.26518e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1938,1.32045e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1939,1.37053e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1940,1.42313e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1941,1.4788e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1942,1.53686e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1943,1.59796e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1944,1.65936e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1945,1.71577e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1946,1.77008e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1947,1.82714e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1948,1.88922e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1949,1.94798e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1950,2.03248e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1951,2.1323e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1952,2.23834e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1953,2.34237e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1954,2.45317e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1955,2.56914e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1956,2.68746e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1957,2.80471e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1958,2.92922e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1959,3.05625e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1960,3.19102e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1961,3.3356e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1962,3.50268e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1963,3.67605e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1964,3.8511e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1965,4.02857e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1966,4.21629e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1967,4.40868e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1968,4.6207e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1969,4.84602e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1970,5.09237e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1971,5.36293e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1972,5.6443e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1973,5.92017e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1974,6.17893e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1975,6.40838e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1976,6.64864e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1977,6.87878e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1978,7.10716e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1979,7.35441e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1980,7.60535e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1981,7.84874e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1982,8.05344e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1983,8.26011e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1984,8.48008e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1985,8.69292e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1986,8.91305e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1987,9.13705e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1988,9.40291e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1989,9.72294e+08,19603733,756102,0.50%
Chile,CL,56,26/km²,1990,1.00519e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1991,1.03614e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1992,1.06811e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1993,1.10207e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1994,1.13958e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1995,1.18066e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1996,1.22827e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1997,1.2837e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1998,1.34049e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,1999,1.40138e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2000,1.45947e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2001,1.51203e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2002,1.5665e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2003,1.62137e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2004,1.68039e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2005,1.74132e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2006,1.80527e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2007,1.87595e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2008,1.94675e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2009,2.01265e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2010,2.08396e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2011,2.16202e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2012,2.24171e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2013,2.32352e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2014,2.40109e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2015,2.48292e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2016,2.56731e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2017,2.65135e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2018,2.73576e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2019,2.82189e+09,19603733,756102,0.50%
Chile,CL,56,26/km²,2020,2.90306e+09,19603733,756102,0.50%
Colombia,CO,57,45/km²,1750,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1751,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1752,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1753,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1754,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1755,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1756,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1757,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1758,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1759,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1760,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1761,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1762,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1763,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1764,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1765,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1766,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1767,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1768,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1769,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1770,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1771,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1772,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1773,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1774,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1775,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1776,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1777,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1778,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1779,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1780,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1781,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1782,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1783,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1784,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1785,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1786,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1787,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1788,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1789,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1790,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1791,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1792,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1793,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1794,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1795,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1796,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1797,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1798,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1799,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1800,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1801,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1802,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1803,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1804,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1805,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1806,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1807,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1808,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1809,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1810,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1811,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1812,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1813,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1814,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1815,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1816,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1817,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1818,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1819,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1820,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1821,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1822,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1823,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1824,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1825,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1826,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1827,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1828,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1829,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1830,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1831,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1832,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1833,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1834,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1835,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1836,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1837,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1838,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1839,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1840,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1841,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1842,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1843,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1844,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1845,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1846,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1847,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1848,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1849,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1850,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1851,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1852,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1853,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1854,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1855,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1856,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1857,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1858,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1859,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1860,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1861,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1862,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1863,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1864,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1865,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1866,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1867,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1868,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1869,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1870,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1871,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1872,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1873,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1874,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1875,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1876,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1877,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1878,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1879,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1880,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1881,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1882,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1883,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1884,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1885,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1886,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1887,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1888,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1889,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1890,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1891,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1892,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1893,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1894,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1895,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1896,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1897,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1898,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1899,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1900,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1901,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1902,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1903,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1904,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1905,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1906,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1907,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1908,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1909,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1910,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1911,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1912,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1913,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1914,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1915,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1916,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1917,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1918,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1919,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1920,0,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1921,29312,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1922,172208,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1923,359072,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1924,556928,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1925,1.00027e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1926,1.84666e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1927,2.67106e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1928,4.01941e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1929,5.30914e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1930,5.96133e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1931,6.29109e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1932,6.3717e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1933,6.90664e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1934,7.64281e+06,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1935,1.00461e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1936,1.28303e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1937,1.56145e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1938,1.86184e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1939,2.32563e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1940,2.74215e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1941,3.11543e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1942,3.53194e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1943,3.9052e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1944,4.37921e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1945,4.82719e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1946,5.32316e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1947,5.82939e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1948,6.27771e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1949,6.79121e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1950,7.541e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1951,8.35745e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1952,9.22077e+07,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1953,1.02969e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1954,1.1259e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1955,1.24535e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1956,1.37134e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1957,1.50785e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1958,1.64761e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1959,1.80848e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1960,1.97239e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1961,2.15435e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1962,2.34854e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1963,2.56087e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1964,2.7777e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1965,3.00629e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1966,3.24103e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1967,3.4879e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1968,3.75363e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1969,4.03379e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1970,4.31749e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1971,4.6203e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1972,4.93456e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1973,5.27086e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1974,5.63481e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1975,5.9929e+08,51874024,1141748,0.70%
Colombia,CO,57,45/km²,1976,6.3727e+08,51874024,1141748,0.70%
